NAME      ,NATIONAL,KANTO,JOHTO,HOENN,TYPE 1  ,TYPE 2  ,SPECIES NAME        ,HEIGHT,WEIGHT,ABILITY 1    ,ABILITY 2    ,HIDDEN ABILITY,HP,ATK,DEF,SPATK,SPDEF,SPEED,CATCH,FRIENDLY,EXP GIVEN,GROWTH,EGG 1        ,EGG 2     ,GENDER,EGG CYCLES,BABY,HP ,ATK,DEF,SPATK,SPDEF,SPEED,TOTAL,BODY              ,COLOR ,DESCRIPTION,FEMALE SPRITE
Kabutops  ,141     ,141  ,223  ,     ,Water   ,Rock    ,Shellfish Pokémon   ,1.30  ,40.50 ,Swift Swim   ,Battle Armor ,Weak Armor    ,0 ,2  ,0  ,0    ,0    ,0    ,45   ,70      ,173      ,MF    ,Water1       ,Water3    ,0.875 ,30        ,0   ,60 ,115,105,65   ,70   ,80   ,495  ,Androcaudal       ,Brown ,           ,FALSE
Aerodactyl,142     ,142  ,224  ,     ,Rock    ,Flying  ,Fossil Pokémon      ,1.80  ,59.00 ,Rock Head    ,Pressure     ,Unnerve       ,0 ,0  ,0  ,0    ,0    ,2    ,45   ,70      ,180      ,SL    ,Flying       ,          ,0.875 ,30        ,0   ,80 ,105,65 ,60   ,75   ,130  ,515  ,Diplopterygotus   ,Purple,           ,FALSE
Snorlax   ,143     ,143  ,225  ,     ,Normal  ,        ,Sleeping Pokémon    ,2.10  ,460.00,Immunity     ,Thick Fat    ,Gluttony      ,2 ,0  ,0  ,0    ,0    ,0    ,25   ,70      ,189      ,SL    ,Monster      ,          ,0.875 ,40        ,0   ,160,110,65 ,65   ,110  ,30   ,540  ,Androform         ,Black ,           ,FALSE
Articuno  ,144     ,144  ,235  ,     ,Ice     ,Flying  ,Freeze Pokémon      ,1.70  ,55.40 ,Pressure     ,             ,Snow Cloak    ,0 ,0  ,0  ,0    ,3    ,0    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,90 ,85 ,100,95   ,125  ,85   ,580  ,Diplopterygotus   ,Blue  ,           ,FALSE
Zapdos    ,145     ,145  ,236  ,     ,Electric,Flying  ,Electric Pokémon    ,1.60  ,52.60 ,Pressure     ,             ,Static        ,0 ,0  ,0  ,3    ,0    ,0    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,90 ,90 ,85 ,125  ,90   ,100  ,580  ,Diplopterygotus   ,Yellow,           ,FALSE
Moltres   ,146     ,146  ,237  ,     ,Fire    ,Flying  ,Flame Pokémon       ,2.00  ,60.00 ,Pressure     ,             ,Flame Body    ,0 ,0  ,0  ,3    ,0    ,0    ,3    ,35      ,261      ,SL    ,Undiscovered ,          ,-1    ,80        ,0   ,90 ,100,90 ,125  ,85   ,90   ,580  ,Diplopterygotus   ,Yellow,           ,FALSE
Dratini   ,147     ,147  ,241  ,     ,Dragon  ,        ,Dragon Pokémon      ,1.80  ,3.30  ,Shed Skin    ,             ,Marvel Scale  ,0 ,1  ,0  ,0    ,0    ,0    ,45   ,35      ,60       ,SL    ,Water1       ,Dragon    ,0.5   ,40        ,0   ,41 ,64 ,45 ,50   ,50   ,50   ,300  ,Serpentine        ,Blue  ,           ,FALSE
Dragonair ,148     ,148  ,242  ,     ,Dragon  ,        ,Dragon Pokémon      ,4.00  ,16.50 ,Shed Skin    ,             ,Marvel Scale  ,0 ,2  ,0  ,0    ,0    ,0    ,45   ,35      ,147      ,SL    ,Water1       ,Dragon    ,0.5   ,40        ,0   ,61 ,84 ,65 ,70   ,70   ,70   ,420  ,Serpentine        ,Blue  ,           ,FALSE
Dragonite ,149     ,149  ,243  ,     ,Dragon  ,Flying  ,Dragon Pokémon      ,2.20  ,210.00,Inner Focus  ,             ,Multiscale    ,0 ,3  ,0  ,0    ,0    ,0    ,45   ,35      ,270      ,SL    ,Water1       ,Dragon    ,0.5   ,40        ,0   ,91 ,134,95 ,100  ,100  ,80   ,600  ,Androcaudal       ,Brown ,           ,FALSE
Mewtwo    ,150     ,150  ,249  ,     ,Psychic ,        ,Genetic Pokémon     ,2.00  ,122.00,Pressure     ,             ,Unnerve       ,0 ,0  ,0  ,3    ,0    ,0    ,3    ,0       ,306      ,SL    ,Undiscovered ,          ,-1    ,120       ,0   ,106,110,90 ,154  ,90   ,130  ,680  ,Androcaudal       ,Purple,           ,FALSE
Mew       ,151     ,151  ,250  ,     ,Psychic ,        ,New Species Pokémon ,0.40  ,4.00  ,Synchronize  ,             ,              ,3 ,0  ,0  ,0    ,0    ,0    ,45   ,100     ,270      ,MS    ,Undiscovered ,          ,-1    ,120       ,0   ,100,100,100,100  ,100  ,100  ,600  ,Androcaudal       ,Pink  ,           ,FALSE
Chikorita ,152     ,     ,1    ,     ,Grass   ,        ,Leaf Pokémon        ,0.90  ,6.40  ,Overgrow     ,             ,Leaf Guard    ,0 ,0  ,0  ,0    ,1    ,0    ,45   ,70      ,64       ,MS    ,Monster      ,Plant     ,0.875 ,20        ,0   ,45 ,49 ,65 ,49   ,65   ,45   ,318  ,Quadruped         ,Green ,           ,FALSE
Bayleef   ,153     ,     ,2    ,     ,Grass   ,        ,Leaf Pokémon        ,1.20  ,15.80 ,Overgrow     ,             ,Leaf Guard    ,0 ,0  ,1  ,0    ,1    ,0    ,45   ,70      ,142      ,MS    ,Monster      ,Plant     ,0.875 ,20        ,0   ,60 ,62 ,80 ,63   ,80   ,60   ,405  ,Quadruped         ,Green ,           ,FALSE
Meganium  ,154     ,     ,3    ,     ,Grass   ,        ,Herb Pokémon        ,1.80  ,100.50,Overgrow     ,             ,Leaf Guard    ,0 ,0  ,1  ,0    ,2    ,0    ,45   ,70      ,236      ,MS    ,Monster      ,Plant     ,0.875 ,20        ,0   ,80 ,82 ,100,83   ,100  ,80   ,525  ,Quadruped         ,Green ,           ,TRUE
Cyndaquil ,155     ,     ,4    ,     ,Fire    ,        ,Fire Mouse Pokémon  ,0.50  ,7.90  ,Blaze        ,             ,Flash Fire    ,0 ,0  ,0  ,0    ,0    ,1    ,45   ,70      ,62       ,MS    ,Ground       ,          ,0.875 ,20        ,0   ,39 ,52 ,43 ,60   ,50   ,65   ,309  ,Androform         ,Yellow,           ,FALSE
Quilava   ,156     ,     ,5    ,     ,Fire    ,        ,Volcano Pokémon     ,0.90  ,19.00 ,Blaze        ,             ,Flash Fire    ,0 ,0  ,0  ,1    ,0    ,1    ,45   ,70      ,142      ,MS    ,Ground       ,          ,0.875 ,20        ,0   ,58 ,64 ,58 ,80   ,65   ,80   ,405  ,Quadruped         ,Yellow,           ,FALSE
Typhlosion,157     ,     ,6    ,     ,Fire    ,        ,Volcano Pokémon     ,1.70  ,79.50 ,Blaze        ,             ,Flash Fire    ,0 ,0  ,0  ,3    ,0    ,0    ,45   ,70      ,240      ,MS    ,Ground       ,          ,0.875 ,20        ,0   ,78 ,84 ,78 ,109  ,85   ,100  ,534  ,Quadruped         ,Yellow,           ,FALSE
Totodile  ,158     ,     ,7    ,     ,Water   ,        ,Big Jaw Pokémon     ,0.60  ,9.50  ,Torrent      ,             ,Sheer Force   ,0 ,1  ,0  ,0    ,0    ,0    ,45   ,70      ,63       ,MS    ,Monster      ,Water1    ,0.875 ,20        ,0   ,50 ,65 ,64 ,44   ,48   ,43   ,314  ,Androcaudal       ,Blue  ,           ,FALSE
Croconaw  ,159     ,     ,8    ,     ,Water   ,        ,Big Jaw Pokémon     ,1.10  ,25.00 ,Torrent      ,             ,Sheer Force   ,0 ,1  ,1  ,0    ,0    ,0    ,45   ,70      ,142      ,MS    ,Monster      ,Water1    ,0.875 ,20        ,0   ,65 ,80 ,80 ,59   ,63   ,58   ,405  ,Androcaudal       ,Blue  ,           ,FALSE
Feraligatr,160     ,     ,9    ,     ,Water   ,        ,Big Jaw Pokémon     ,2.30  ,88.80 ,Torrent      ,             ,Sheer Force   ,0 ,2  ,1  ,0    ,0    ,0    ,45   ,70      ,239      ,MS    ,Monster      ,Water1    ,0.875 ,20        ,0   ,85 ,105,100,79   ,83   ,78   ,530  ,Androcaudal       ,Blue  ,           ,FALSE
Sentret   ,161     ,     ,19   ,     ,Normal  ,        ,Scout Pokémon       ,0.80  ,6.00  ,Run Away     ,Keen Eye     ,Frisk         ,0 ,1  ,0  ,0    ,0    ,0    ,255  ,70      ,43       ,MF    ,Ground       ,          ,0.5   ,15        ,0   ,35 ,46 ,34 ,35   ,45   ,20   ,215  ,Quadruped         ,Brown ,           ,FALSE
Furret    ,162     ,     ,20   ,     ,Normal  ,        ,Long Body Pokémon   ,1.80  ,32.50 ,Run Away     ,Keen Eye     ,Frisk         ,0 ,0  ,0  ,0    ,0    ,2    ,90   ,70      ,145      ,MF    ,Ground       ,          ,0.5   ,15        ,0   ,85 ,76 ,64 ,45   ,55   ,90   ,415  ,Quadruped         ,Brown ,           ,FALSE
Hoothoot  ,163     ,     ,15   ,     ,Flying  ,Normal  ,Owl Pokémon         ,0.70  ,21.20 ,Insomnia     ,Keen Eye     ,Tinted Lens   ,1 ,0  ,0  ,0    ,0    ,0    ,255  ,70      ,52       ,MF    ,Flying       ,          ,0.5   ,15        ,0   ,60 ,30 ,30 ,36   ,56   ,50   ,262  ,Diplopterygotus   ,Brown ,           ,FALSE
Noctowl   ,164     ,     ,16   ,     ,Flying  ,Normal  ,Owl Pokémon         ,1.60  ,40.80 ,Insomnia     ,Keen Eye     ,Tinted Lens   ,2 ,0  ,0  ,0    ,0    ,0    ,90   ,70      ,155      ,MF    ,Flying       ,          ,0.5   ,15        ,0   ,100,50 ,50 ,76   ,96   ,70   ,442  ,Diplopterygotus   ,Brown ,           ,FALSE
Ledyba    ,165     ,     ,30   ,     ,Bug     ,Flying  ,Five Star Pokémon   ,1.00  ,10.80 ,Swarm        ,Early Bird   ,Rattled       ,0 ,0  ,0  ,0    ,1    ,0    ,255  ,70      ,53       ,FA    ,Bug          ,          ,0.5   ,15        ,0   ,40 ,20 ,30 ,40   ,80   ,55   ,265  ,Diplopterygotus   ,Red   ,           ,TRUE
Ledian    ,166     ,     ,31   ,     ,Bug     ,Flying  ,Five Star Pokémon   ,1.40  ,35.60 ,Swarm        ,Early Bird   ,Iron Fist     ,0 ,0  ,0  ,0    ,2    ,0    ,90   ,70      ,137      ,FA    ,Bug          ,          ,0.5   ,15        ,0   ,55 ,35 ,50 ,55   ,110  ,85   ,390  ,Diplopterygotus   ,Red   ,           ,TRUE
Spinarak  ,167     ,     ,32   ,     ,Bug     ,Poison  ,String Spit Pokémon ,0.50  ,8.50  ,Swarm        ,Insomnia     ,Sniper        ,0 ,1  ,0  ,0    ,0    ,0    ,255  ,70      ,50       ,FA    ,Bug          ,          ,0.5   ,15        ,0   ,40 ,60 ,40 ,40   ,40   ,30   ,250  ,Insectoid         ,Green ,           ,FALSE
Ariados   ,168     ,     ,33   ,     ,Bug     ,Poison  ,Long Leg Pokémon    ,1.10  ,33.50 ,Swarm        ,Insomnia     ,Sniper        ,0 ,2  ,0  ,0    ,0    ,0    ,90   ,70      ,137      ,FA    ,Bug          ,          ,0.5   ,15        ,0   ,70 ,90 ,70 ,60   ,60   ,40   ,390  ,Insectoid         ,Red   ,           ,FALSE
Crobat    ,169     ,     ,39   ,65   ,Poison  ,Flying  ,Bat Pokémon         ,1.80  ,75.00 ,Inner Focus  ,             ,Infiltrator   ,0 ,0  ,0  ,0    ,0    ,3    ,90   ,70      ,241      ,MF    ,Flying       ,          ,0.5   ,15        ,0   ,85 ,90 ,80 ,70   ,80   ,130  ,535  ,Polypterygotus    ,Purple,           ,FALSE
Chinchou  ,170     ,     ,174  ,181  ,Electric,Water   ,Angler Pokémon      ,0.50  ,12.00 ,Volt Absorb  ,Illuminate   ,Water Absorb  ,1 ,0  ,0  ,0    ,0    ,0    ,190  ,70      ,66       ,SL    ,Water2       ,          ,0.5   ,20        ,0   ,75 ,38 ,38 ,56   ,56   ,67   ,330  ,Pinniped          ,Blue  ,           ,FALSE
Lanturn   ,171     ,     ,175  ,182  ,Electric,Water   ,Light Pokémon       ,1.20  ,22.50 ,Volt Absorb  ,Illuminate   ,Water Absorb  ,2 ,0  ,0  ,0    ,0    ,0    ,75   ,70      ,161      ,SL    ,Water2       ,          ,0.5   ,20        ,0   ,125,58 ,58 ,76   ,76   ,67   ,460  ,Pinniped          ,Blue  ,           ,FALSE
Pichu     ,172     ,     ,21   ,155  ,Electric,        ,Tiny Mouse Pokémon  ,0.30  ,2.00  ,Static       ,             ,Lightning Rod ,0 ,0  ,0  ,0    ,0    ,1    ,190  ,70      ,41       ,MF    ,Undiscovered ,          ,0.5   ,20        ,1   ,20 ,40 ,15 ,35   ,35   ,60   ,205  ,Quadruped         ,Yellow,           ,FALSE
Cleffa    ,173     ,     ,40   ,     ,Fairy   ,        ,Star Shape Pokémon  ,0.30  ,3.00  ,Cute Charm   ,Magic Guard  ,Friend Guard  ,0 ,0  ,0  ,0    ,1    ,0    ,150  ,140     ,44       ,FA    ,Undiscovered ,          ,0.25  ,20        ,1   ,50 ,25 ,28 ,45   ,55   ,15   ,218  ,Androcaudal       ,Pink  ,           ,FALSE
Igglybuff ,174     ,     ,43   ,137  ,Fairy   ,Normal  ,Balloon Pokémon     ,0.30  ,1.00  ,Cute Charm   ,Competitive  ,Friend Guard  ,1 ,0  ,0  ,0    ,0    ,0    ,170  ,70      ,42       ,FA    ,Undiscovered ,          ,0.25  ,20        ,1   ,90 ,30 ,15 ,40   ,20   ,15   ,210  ,Androform         ,Pink  ,           ,FALSE
Togepi    ,175     ,     ,46   ,     ,Fairy   ,        ,Spike Ball Pokémon  ,0.30  ,1.50  ,Hustle       ,Serene Grace ,Super Luck    ,0 ,0  ,0  ,0    ,1    ,0    ,190  ,70      ,49       ,FA    ,Undiscovered ,          ,0.875 ,10        ,1   ,35 ,20 ,65 ,40   ,65   ,20   ,245  ,Androform         ,White ,           ,FALSE
Togetic   ,176     ,     ,47   ,     ,Fairy   ,Flying  ,Happiness Pokémon   ,0.60  ,3.20  ,Hustle       ,Serene Grace ,Super Luck    ,0 ,0  ,0  ,0    ,2    ,0    ,75   ,70      ,142      ,FA    ,Flying       ,Fairy     ,0.875 ,10        ,0   ,55 ,40 ,85 ,80   ,105  ,40   ,405  ,Androform         ,White ,           ,FALSE
Natu      ,177     ,     ,159  ,162  ,Psychic ,Flying  ,Tiny Bird Pokémon   ,0.20  ,2.00  ,Synchronize  ,Early Bird   ,Magic Bounce  ,0 ,0  ,0  ,1    ,0    ,0    ,190  ,70      ,64       ,MF    ,Flying       ,          ,0.5   ,20        ,0   ,40 ,50 ,45 ,70   ,45   ,70   ,320  ,Diplopterygotus   ,Green ,           ,FALSE
Xatu      ,178     ,     ,160  ,163  ,Psychic ,Flying  ,Mystic Pokémon      ,1.50  ,15.00 ,Synchronize  ,Early Bird   ,Magic Bounce  ,0 ,0  ,0  ,1    ,0    ,1    ,75   ,70      ,165      ,MF    ,Flying       ,          ,0.5   ,20        ,0   ,65 ,75 ,70 ,95   ,70   ,95   ,470  ,Diplopterygotus   ,Green ,           ,TRUE
Mareep    ,179     ,     ,53   ,     ,Electric,        ,Wool Pokémon        ,0.60  ,7.80  ,Static       ,             ,Plus          ,0 ,0  ,0  ,1    ,0    ,0    ,235  ,70      ,56       ,MS    ,Monster      ,Ground    ,0.5   ,20        ,0   ,55 ,40 ,40 ,65   ,45   ,35   ,280  ,Quadruped         ,White ,           ,FALSE
Flaaffy   ,180     ,     ,54   ,     ,Electric,        ,Wool Pokémon        ,0.80  ,13.30 ,Static       ,             ,Plus          ,0 ,0  ,0  ,2    ,0    ,0    ,120  ,70      ,128      ,MS    ,Monster      ,Ground    ,0.5   ,20        ,0   ,70 ,55 ,55 ,80   ,60   ,45   ,365  ,Androcaudal       ,Pink  ,           ,FALSE
Ampharos  ,181     ,     ,55   ,     ,Electric,        ,Light Pokémon       ,1.40  ,61.50 ,Static       ,             ,Plus          ,0 ,0  ,0  ,3    ,0    ,0    ,45   ,70      ,225      ,MS    ,Monster      ,Ground    ,0.5   ,20        ,0   ,90 ,75 ,85 ,115  ,90   ,55   ,510  ,Androcaudal       ,Yellow,           ,FALSE
Bellossom ,182     ,     ,86   ,91   ,Grass   ,        ,Flower Pokémon      ,0.40  ,5.80  ,Chlorophyll  ,             ,Healer        ,0 ,0  ,0  ,0    ,3    ,0    ,45   ,70      ,216      ,MS    ,Plant        ,          ,0.5   ,20        ,0   ,75 ,80 ,95 ,90   ,100  ,50   ,490  ,Androform         ,Green ,           ,FALSE
Marill    ,183     ,     ,130  ,55   ,Fairy   ,Water   ,Aqua Mouse Pokémon  ,0.40  ,8.50  ,Thick Fat    ,Huge Power   ,Sap Sipper    ,2 ,0  ,0  ,0    ,0    ,0    ,190  ,70      ,88       ,FA    ,Water1       ,Fairy     ,0.5   ,10        ,0   ,70 ,20 ,50 ,20   ,50   ,40   ,250  ,Androcaudal       ,Blue  ,           ,FALSE
Azumarill ,184     ,     ,131  ,56   ,Fairy   ,Water   ,Aqua Rabbit Pokémon ,0.80  ,28.50 ,Thick Fat    ,Huge Power   ,Sap Sipper    ,3 ,0  ,0  ,0    ,0    ,0    ,75   ,70      ,185      ,FA    ,Water1       ,Fairy     ,0.5   ,10        ,0   ,100,50 ,80 ,60   ,80   ,50   ,420  ,Androcaudal       ,Blue  ,           ,FALSE
Sudowoodo ,185     ,     ,106  ,     ,Rock    ,        ,Imitation Pokémon   ,1.20  ,38.00 ,Sturdy       ,Rock Head    ,Rattled       ,0 ,0  ,2  ,0    ,0    ,0    ,65   ,70      ,144      ,MF    ,Mineral      ,          ,0.5   ,20        ,0   ,70 ,100,115,30   ,65   ,30   ,410  ,Androform         ,Brown ,           ,TRUE
Politoed  ,186     ,     ,75   ,     ,Water   ,        ,Frog Pokémon        ,1.10  ,33.90 ,Water Absorb ,Damp         ,Drizzle       ,0 ,0  ,0  ,0    ,3    ,0    ,45   ,70      ,225      ,MS    ,Water1       ,          ,0.5   ,20        ,0   ,90 ,75 ,75 ,90   ,100  ,70   ,500  ,Androform         ,Green ,           ,TRUE
Hoppip    ,187     ,     ,67   ,     ,Grass   ,Flying  ,Cottonweed Pokémon  ,0.40  ,0.50  ,Chlorophyll  ,Leaf Guard   ,Infiltrator   ,0 ,0  ,0  ,0    ,1    ,0    ,255  ,70      ,50       ,MS    ,Fairy        ,Plant     ,0.5   ,20        ,0   ,35 ,35 ,40 ,35   ,55   ,50   ,250  ,Androcaudal       ,Pink  ,           ,FALSE
Skiploom  ,188     ,     ,68   ,     ,Grass   ,Flying  ,Cottonweed Pokémon  ,0.60  ,1.00  ,Chlorophyll  ,Leaf Guard   ,Infiltrator   ,0 ,0  ,0  ,0    ,0    ,2    ,120  ,70      ,119      ,MS    ,Fairy        ,Plant     ,0.5   ,20        ,0   ,55 ,45 ,50 ,45   ,65   ,80   ,340  ,Androcaudal       ,Green ,           ,FALSE
Jumpluff  ,189     ,     ,69   ,     ,Grass   ,Flying  ,Cottonweed Pokémon  ,0.80  ,3.00  ,Chlorophyll  ,Leaf Guard   ,Infiltrator   ,0 ,0  ,0  ,0    ,0    ,3    ,45   ,70      ,203      ,MS    ,Fairy        ,Plant     ,0.5   ,20        ,0   ,75 ,55 ,70 ,55   ,95   ,110  ,460  ,Androcaudal       ,Blue  ,           ,FALSE
Aipom     ,190     ,     ,122  ,     ,Normal  ,        ,Long Tail Pokémon   ,0.80  ,11.50 ,Run Away     ,Pickup       ,Skill Link    ,0 ,0  ,0  ,0    ,0    ,1    ,45   ,70      ,72       ,FA    ,Ground       ,          ,0.5   ,20        ,0   ,55 ,70 ,55 ,40   ,55   ,85   ,360  ,Androcaudal       ,Purple,           ,TRUE
Sunkern   ,191     ,     ,102  ,     ,Grass   ,        ,Seed Pokémon        ,0.30  ,1.80  ,Chlorophyll  ,Solar Power  ,Early Bird    ,0 ,0  ,0  ,1    ,0    ,0    ,235  ,70      ,36       ,MS    ,Plant        ,          ,0.5   ,20        ,0   ,30 ,30 ,30 ,30   ,30   ,30   ,180  ,Cephaloform       ,Yellow,           ,FALSE
Sunflora  ,192     ,     ,103  ,     ,Grass   ,        ,Sun Pokémon         ,0.80  ,8.50  ,Chlorophyll  ,Solar Power  ,Early Bird    ,0 ,0  ,0  ,2    ,0    ,0    ,120  ,70      ,149      ,MS    ,Plant        ,          ,0.5   ,20        ,0   ,75 ,75 ,55 ,105  ,85   ,30   ,425  ,Androform         ,Yellow,           ,FALSE
Yanma     ,193     ,     ,101  ,     ,Bug     ,Flying  ,Clear Wing Pokémon  ,1.20  ,38.00 ,Speed Boost  ,Compound Eyes,Frisk         ,0 ,0  ,0  ,0    ,0    ,1    ,75   ,70      ,78       ,MF    ,Bug          ,          ,0.5   ,20        ,0   ,65 ,65 ,45 ,75   ,45   ,95   ,390  ,Polypterygotus    ,Red   ,           ,FALSE
Wooper    ,194     ,     ,56   ,     ,Water   ,Ground  ,Water Fish Pokémon  ,0.40  ,8.50  ,Damp         ,Water Absorb ,Unaware       ,1 ,0  ,0  ,0    ,0    ,0    ,255  ,70      ,42       ,MF    ,Water1       ,Ground    ,0.5   ,20        ,0   ,55 ,45 ,45 ,25   ,25   ,15   ,210  ,Asomaticcephalopod,Blue  ,           ,TRUE
Quagsire  ,195     ,     ,57   ,     ,Water   ,Ground  ,Water Fish Pokémon  ,1.40  ,75.00 ,Damp         ,Water Absorb ,Unaware       ,2 ,0  ,0  ,0    ,0    ,0    ,90   ,70      ,151      ,MF    ,Water1       ,Ground    ,0.5   ,20        ,0   ,95 ,85 ,85 ,65   ,65   ,35   ,430  ,Androcaudal       ,Blue  ,           ,TRUE
Espeon    ,196     ,     ,184  ,     ,Psychic ,        ,Sun Pokémon         ,0.90  ,26.50 ,Synchronize  ,             ,Magic Bounce  ,0 ,0  ,0  ,2    ,0    ,0    ,45   ,70      ,184      ,MF    ,Ground       ,          ,0.875 ,35        ,0   ,65 ,65 ,60 ,130  ,95   ,110  ,525  ,Quadruped         ,Purple,           ,FALSE
Umbreon   ,197     ,     ,185  ,     ,Dark    ,        ,Moonlight Pokémon   ,1.00  ,27.00 ,Synchronize  ,             ,Inner Focus   ,0 ,0  ,0  ,0    ,2    ,0    ,45   ,35      ,184      ,MF    ,Ground       ,          ,0.875 ,35        ,0   ,95 ,65 ,110,60   ,130  ,65   ,525  ,Quadruped         ,Black ,           ,FALSE
Murkrow   ,198     ,     ,208  ,     ,Dark    ,Flying  ,Darkness Pokémon    ,0.50  ,2.10  ,Insomnia     ,Super Luck   ,Prankster     ,0 ,0  ,0  ,0    ,0    ,1    ,30   ,35      ,81       ,MS    ,Flying       ,          ,0.5   ,20        ,0   ,60 ,85 ,42 ,85   ,42   ,91   ,405  ,Diplopterygotus   ,Black ,           ,TRUE
Slowking  ,199     ,     ,     ,     ,Psychic ,Water   ,Royal Pokémon       ,2.00  ,79.50 ,Oblivious    ,Own Tempo    ,Regenerator   ,0 ,0  ,0  ,0    ,3    ,0    ,70   ,70      ,172      ,MF    ,Monster      ,Water1    ,0.5   ,20        ,0   ,95 ,75 ,80 ,100  ,110  ,30   ,490  ,Androcaudal       ,Pink  ,           ,FALSE
Misdreavus,200     ,     ,214  ,     ,Ghost   ,        ,Screech Pokémon     ,0.70  ,1.00  ,Levitate     ,             ,              ,0 ,0  ,0  ,0    ,1    ,0    ,45   ,35      ,87       ,FA    ,Indeterminate,          ,0.5   ,25        ,0   ,60 ,60 ,60 ,85   ,85   ,85   ,435  ,Cephaloform       ,Gray  ,           ,FALSE
Unown     ,201     ,     ,61   ,     ,Psychic ,        ,Symbol Pokémon      ,0.50  ,5.00  ,Levitate     ,             ,              ,0 ,1  ,0  ,1    ,0    ,0    ,225  ,70      ,118      ,MF    ,Undiscovered ,          ,-1    ,40        ,0   ,48 ,72 ,48 ,72   ,48   ,48   ,336  ,Cephaloform       ,Black ,           ,TRUE
Wobbuffet ,202     ,     ,107  ,161  ,Psychic ,        ,Patient Pokémon     ,1.30  ,28.50 ,Shadow Tag   ,             ,Telepathy     ,2 ,0  ,0  ,0    ,0    ,0    ,45   ,70      ,142      ,MF    ,Indeterminate,          ,0.5   ,20        ,0   ,190,33 ,58 ,33   ,58   ,33   ,405  ,Somatoid          ,Blue  ,           ,TRUE
Girafarig ,203     ,     ,147  ,164  ,Psychic ,Normal  ,Long Neck Pokémon   ,1.50  ,41.50 ,Inner Focus  ,Early Bird   ,Sap Sipper    ,0 ,0  ,0  ,2    ,0    ,0    ,60   ,70      ,159      ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,70 ,80 ,65 ,90   ,65   ,85   ,455  ,Quadruped         ,Yellow,           ,TRUE
Pineco    ,204     ,     ,93   ,     ,Bug     ,        ,Bagworm Pokémon     ,0.60  ,7.20  ,Sturdy       ,             ,Overcoat      ,0 ,0  ,1  ,0    ,0    ,0    ,190  ,70      ,58       ,MF    ,Bug          ,          ,0.5   ,20        ,0   ,50 ,65 ,90 ,35   ,35   ,15   ,290  ,Cephaloform       ,Gray  ,           ,FALSE
Forretress,205     ,     ,94   ,     ,Steel   ,Bug     ,Bagworm Pokémon     ,1.20  ,125.80,Sturdy       ,             ,Overcoat      ,0 ,0  ,2  ,0    ,0    ,0    ,75   ,70      ,163      ,MF    ,Bug          ,          ,0.5   ,20        ,0   ,75 ,90 ,140,60   ,60   ,40   ,465  ,Cephaloform       ,Purple,           ,FALSE
Dunsparce ,206     ,     ,52   ,     ,Normal  ,        ,Land Snake Pokémon  ,1.50  ,14.00 ,Serene Grace ,Run Away     ,Rattled       ,1 ,0  ,0  ,0    ,0    ,0    ,190  ,70      ,145      ,MF    ,Ground       ,          ,0.5   ,20        ,0   ,100,70 ,70 ,65   ,65   ,45   ,415  ,Serpentine        ,Yellow,           ,FALSE
Gligar    ,207     ,     ,189  ,     ,Ground  ,Flying  ,Fly Scorpion Pokémon,1.10  ,64.80 ,Hyper Cutter ,Sand Veil    ,Immunity      ,0 ,0  ,1  ,0    ,0    ,0    ,60   ,70      ,86       ,MS    ,Bug          ,          ,0.5   ,20        ,0   ,65 ,75 ,105,35   ,65   ,85   ,430  ,Diplopterygotus   ,Purple,           ,TRUE
Steelix   ,208     ,     ,63   ,     ,Steel   ,Ground  ,Iron Snake Pokémon  ,9.20  ,400.00,Rock Head    ,Sturdy       ,Sheer Force   ,0 ,0  ,2  ,0    ,0    ,0    ,25   ,70      ,179      ,MF    ,Mineral      ,          ,0.5   ,25        ,0   ,75 ,85 ,200,55   ,65   ,30   ,510  ,Serpentine        ,Gray  ,           ,TRUE
Snubbull  ,209     ,     ,123  ,     ,Fairy   ,        ,Fairy Pokémon       ,0.60  ,7.80  ,Intimidate   ,Run Away     ,Rattled       ,0 ,1  ,0  ,0    ,0    ,0    ,190  ,70      ,60       ,FA    ,Ground       ,Fairy     ,0.25  ,20        ,0   ,60 ,80 ,50 ,40   ,40   ,30   ,300  ,Androform         ,Pink  ,           ,FALSE
Granbull  ,210     ,     ,124  ,     ,Fairy   ,        ,Fairy Pokémon       ,1.40  ,48.70 ,Intimidate   ,Quick Feet   ,Rattled       ,0 ,2  ,0  ,0    ,0    ,0    ,75   ,70      ,158      ,FA    ,Ground       ,Fairy     ,0.25  ,20        ,0   ,90 ,120,75 ,60   ,60   ,45   ,450  ,Androcaudal       ,Purple,           ,FALSE
Qwilfish  ,211     ,     ,161  ,     ,Water   ,Poison  ,Balloon Pokémon     ,0.50  ,3.90  ,Poison Point ,Swift Swim   ,Intimidate    ,0 ,1  ,0  ,0    ,0    ,0    ,45   ,70      ,86       ,MF    ,Water2       ,          ,0.5   ,20        ,0   ,65 ,95 ,75 ,55   ,55   ,85   ,430  ,Pinniped          ,Gray  ,           ,FALSE
