GAME_ID,REAL_ID,INTERNAL NAME ,NAME          ,GENERATION,TYPE    ,CATEGORY,CONTEST  ,PP,POWER,ACCURACY,TARGET      ,PRIORITY,FLAGS      ,PRIMARY FUNCTION,FLAVOR TEXT                     ,EFFECT 1   ,VAL 1,EFFECT 2,VAL 2,CHANCE,EFFECT TARGET,EFFECT DESCRIPTION                                                                                                                           ,MOVE DESCRIPTION
31     ,       ,FURY_ATTACK   ,Fury Attack   ,I         ,Normal  ,Physical,Cool     ,20,15   ,85%     ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
4      ,       ,COMET_PUNCH   ,Comet Punch   ,I         ,Normal  ,Physical,Tough    ,15,20   ,85%     ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
292    ,       ,ARM_THRUST    ,Arm Thrust    ,III       ,Fighting,Physical,Tough    ,20,15   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
131    ,       ,SPIKE_CANNON  ,Spike Cannon  ,I         ,Normal  ,Physical,Cool     ,15,20   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
42     ,       ,PIN_MISSILE   ,Pin Missile   ,I         ,Bug     ,Physical,Cool     ,20,25   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
331    ,       ,BULLET_SEED   ,Bullet Seed   ,III       ,Grass   ,Physical,Cool     ,30,25   ,100%    ,ANY_ADJ     ,0       ,b e f      ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
333    ,       ,ICICLE_SPEAR  ,Icicle Spear  ,III       ,Ice     ,Physical,Beautiful,30,25   ,100%    ,ANY_ADJ     ,0       ,d e f      ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
198    ,       ,BONE_RUSH     ,Bone Rush     ,II        ,Ground  ,Physical,Tough    ,10,25   ,90%     ,ANY_ADJ     ,0       ,a b e f    ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
350    ,       ,ROCK_BLAST    ,Rock Blast    ,III       ,Rock    ,Physical,Tough    ,10,25   ,90%     ,ANY_ADJ     ,0       ,b e f      ,multistrike     ,                                ,           ,     ,        ,     ,      ,             ,Hits 2-5 times in one turn.                                                                                                                  ,
200    ,       ,OUTRAGE       ,Outrage       ,II        ,Dragon  ,Physical,Cool     ,5 ,120  ,90%     ,USER        ,0       ,a b e f    ,thrash          ,                                ,           ,     ,        ,     ,      ,             ,User attacks for 2-3 turns but then becomes confused.                                                                                        ,
202    ,       ,GIGA_DRAIN    ,Giga Drain    ,II        ,Grass   ,Special ,Clever   ,5 ,80   ,95%     ,ANY_ADJ     ,0       ,b e        ,absorb          ,                                ,           ,     ,        ,     ,      ,             ,User recovers half the HP inflicted on opponent.                                                                                             ,
203    ,       ,ENDURE        ,Endure        ,II        ,Normal  ,Status  ,Tough    ,10,—    ,—       ,USER        ,3       ,           ,endure          ,                                ,           ,     ,        ,     ,      ,             ,"Always left with at least 1 HP, but may fail if used consecutively."                                                                        ,
205    ,       ,ROLLOUT       ,Rollout       ,II        ,Rock    ,Physical,Cute     ,20,30   ,90%     ,ANY_ADJ     ,0       ,a b e f    ,rollout         ,                                ,           ,     ,        ,     ,      ,             ,Doubles in power each turn for 5 turns.                                                                                                      ,
206    ,       ,FALSE_SWIPE   ,False Swipe   ,II        ,Normal  ,Physical,Cool     ,40,40   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,false_swipe     ,                                ,           ,     ,        ,     ,      ,             ,Always leaves opponent with at least 1 HP.                                                                                                   ,
210    ,       ,FURY_CUTTER   ,Fury Cutter   ,II        ,Bug     ,Physical,Cool     ,20,30   ,95%     ,ANY_ADJ     ,0       ,a b e f    ,power           ,                                ,fury       ,     ,        ,     ,      ,             ,Power increases with successive hits.                                                                                                        ,
213    ,       ,ATTRACT       ,Attract       ,II        ,Normal  ,Status  ,Cute     ,15,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,infatuate       ,                                ,           ,     ,        ,     ,      ,             ,"If opponent is the opposite gender, it's less likely to attack."                                                                            ,
214    ,       ,SLEEP_TALK    ,Sleep Talk    ,II        ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,n          ,randmove        ,                                ,sleeptalk  ,     ,        ,     ,      ,             ,User performs one of its own moves while sleeping.                                                                                           ,
216    ,       ,RETURN        ,Return        ,II        ,Normal  ,Physical,Cute     ,20,—    ,100%    ,ANY_ADJ     ,0       ,a b e f    ,power           ,                                ,happiness  ,     ,        ,     ,      ,             ,Power increases with user's Happiness.                                                                                                       ,
217    ,       ,PRESENT       ,Present       ,II        ,Normal  ,Physical,Cute     ,15,—    ,90%     ,ANY_ADJ     ,0       ,b e        ,present         ,                                ,           ,     ,        ,     ,      ,             ,Either deals damage or freezes the opponent.                                                                                                 ,
218    ,       ,FRUSTRATION   ,Frustration   ,II        ,Normal  ,Physical,Cute     ,20,—    ,100%    ,ANY_ADJ     ,0       ,a b e f    ,power           ,                                ,frustration,     ,        ,     ,      ,             ,Power decreases with higher Happiness.                                                                                                       ,
220    ,       ,PAIN_SPLIT    ,Pain Split    ,II        ,Normal  ,Status  ,Clever   ,20,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,pain_split      ,                                ,           ,     ,        ,     ,      ,             ,User's and opponent's HP becomes the average of both.                                                                                        ,
222    ,       ,MAGNITUDE     ,Magnitude     ,II        ,Ground  ,Physical,Tough    ,30,—    ,100%    ,ALL_ADJ     ,0       ,b e f ll   ,power           ,                                ,random     ,     ,        ,     ,      ,             ,Hits with random power. Power is doubled if opponent is underground from using Dig.                                                          ,
226    ,       ,BATON_PASS    ,Baton Pass    ,II        ,Normal  ,Status  ,Cute     ,40,—    ,—       ,USER        ,0       ,           ,baton_pass      ,                                ,           ,     ,        ,     ,      ,             ,User switches out and gives stat changes to the incoming Pokémon.                                                                            ,
227    ,       ,ENCORE        ,Encore        ,II        ,Normal  ,Status  ,Cute     ,5 ,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,encore          ,                                ,           ,     ,        ,     ,      ,             ,Forces opponent to keep using its last move for 3 turns.                                                                                     ,
228    ,       ,PURSUIT       ,Pursuit       ,II        ,Dark    ,Physical,Clever   ,20,40   ,100%    ,ANY_ADJ     ,0       ,a b e      ,pursuit         ,                                ,           ,     ,        ,     ,      ,             ,Double power if the opponent is switching out.                                                                                               ,
229    ,       ,RAPID_SPIN    ,Rapid Spin    ,II        ,Normal  ,Physical,Cool     ,40,20   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,remove_binds    ,                                ,           ,     ,        ,     ,      ,             ,Removes effects of trap moves.                                                                                                               ,
234    ,       ,MORNING_SUN   ,Morning Sun   ,II        ,Normal  ,Status  ,Beautiful,5 ,—    ,—       ,USER        ,0       ,d          ,synthesis       ,                                ,           ,     ,        ,     ,      ,             ,User recovers HP. Amount varies with the weather.                                                                                            ,
235    ,       ,SYNTHESIS     ,Synthesis     ,II        ,Grass   ,Status  ,Clever   ,5 ,—    ,—       ,USER        ,0       ,d          ,synthesis       ,                                ,           ,     ,        ,     ,      ,             ,User recovers HP. Amount varies with the weather.                                                                                            ,
236    ,       ,MOONLIGHT     ,Moonlight     ,II        ,Fairy   ,Status  ,Beautiful,5 ,—    ,—       ,USER        ,0       ,d          ,synthesis       ,                                ,           ,     ,        ,     ,      ,             ,User recovers HP. Amount varies with the weather.                                                                                            ,
237    ,       ,HIDDEN_POWER  ,Hidden Power  ,II        ,Normal  ,Special ,Clever   ,15,60   ,100%    ,ANY_ADJ     ,0       ,b e f      ,hidden_power    ,                                ,           ,     ,        ,     ,      ,             ,Type and power depends on user's IVs                                                                                                         ,
243    ,       ,MIRROR_COAT   ,Mirror Coat   ,II        ,Psychic ,Special ,Beautiful,20,—    ,100%    ,USER        ,-5      ,f          ,counter         ,                                ,special    ,     ,        ,     ,      ,             ,"When hit by a Special Attack, user strikes back with 2x power."                                                                             ,
244    ,       ,PSYCH_UP      ,Psych Up      ,II        ,Normal  ,Status  ,Clever   ,10,—    ,—       ,ANY_ADJ     ,0       ,           ,psych_up        ,                                ,           ,     ,        ,     ,      ,             ,Copies the opponent's stat changes.                                                                                                          ,
248    ,       ,FUTURE_SIGHT  ,Future Sight  ,II        ,Psychic ,Special ,Clever   ,5 ,100  ,100%    ,ANY_ADJ     ,0       ,b          ,delay           ,                                ,wait       ,2    ,attack  ,     ,      ,target       ,Damage occurs 2 turns later.                                                                                                                 ,
251    ,       ,BEAT_UP       ,Beat Up       ,II        ,Dark    ,Physical,Clever   ,10,—    ,100%    ,ANY_ADJ     ,0       ,a b e f    ,beatup          ,                                ,           ,     ,        ,     ,      ,             ,Each Pokémon in your party attacks.                                                                                                          ,
252    ,       ,FAKE_OUT      ,Fake Out      ,III       ,Normal  ,Physical,Cute     ,10,40   ,100%    ,ANY_ADJ     ,1       ,a b e      ,fake_out        ,                                ,flinch     ,     ,        ,     ,1     ,target       ,"User attacks first, foe flinches. Only usable on first turn."                                                                               ,
253    ,       ,UPROAR        ,Uproar        ,III       ,Normal  ,Special ,Cute     ,10,90   ,100%    ,USER        ,0       ,b e f i    ,uproar          ,                                ,           ,     ,        ,     ,      ,             ,User attacks for 3 turns and prevents sleep.                                                                                                 ,
254    ,       ,STOCKPILE     ,Stockpile     ,III       ,Normal  ,Status  ,Tough    ,20,—    ,—       ,USER        ,0       ,d          ,stockpile       ,                                ,           ,     ,        ,     ,      ,             ,Stores energy for use with Spit Up and Swallow.                                                                                              ,
255    ,       ,SPIT_UP       ,Spit Up       ,III       ,Normal  ,Special ,Tough    ,10,—    ,100%    ,ANY_ADJ     ,0       ,b f        ,spitup          ,                                ,           ,     ,        ,     ,      ,             ,Power increases with stockpile.                                                                                                              ,
256    ,       ,SWALLOW       ,Swallow       ,III       ,Normal  ,Status  ,Tough    ,10,—    ,—       ,USER        ,0       ,d          ,swallow         ,                                ,           ,     ,        ,     ,      ,             ,Power increases with stockpile.                                                                                                              ,
259    ,       ,TORMENT       ,Torment       ,III       ,Dark    ,Status  ,Tough    ,15,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,torment         ,                                ,           ,     ,        ,     ,      ,             ,Opponent cannot use the same move twice in a row.                                                                                            ,
262    ,       ,MEMENTO       ,Memento       ,III       ,Dark    ,Status  ,Tough    ,10,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,faint           ,                                ,atk        ,-2   ,spatk   ,-2   ,1     ,target       ,"User faints, sharply lowers opponent's Attack and Special Attack."                                                                          ,
264    ,       ,FOCUS_PUNCH   ,Focus Punch   ,III       ,Fighting,Physical,Tough    ,20,150  ,100%    ,ANY_ADJ     ,-3      ,a b        ,focus_punch     ,                                ,           ,     ,        ,     ,      ,             ,"If the user is hit before attacking, it flinches instead."                                                                                  ,
266    ,       ,FOLLOW_ME     ,Follow Me     ,III       ,Normal  ,Status  ,Cute     ,20,—    ,100%    ,USER        ,3       ,           ,follow          ,                                ,           ,     ,        ,     ,      ,             ,"In a Double Battle, the user takes all the attacks."                                                                                        ,
267    ,       ,NATURE_POWER  ,Nature Power  ,III       ,Normal  ,Status  ,Beautiful,20,—    ,—       ,ANY_ADJ     ,0       ,b          ,randmove        ,                                ,nature     ,     ,        ,     ,      ,             ,Uses a certain move based on the current terrain.                                                                                            ,
268    ,       ,CHARGE        ,Charge        ,III       ,Electric,Status  ,Clever   ,20,—    ,—       ,USER        ,0       ,d          ,charge          ,                                ,spdef      ,1    ,        ,     ,1     ,user         ,Raises user's Special Defense and next Electric move's power increases.                                                                      ,
269    ,       ,TAUNT         ,Taunt         ,III       ,Dark    ,Status  ,Clever   ,20,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,taunt           ,                                ,           ,     ,        ,     ,      ,             ,Opponent can only use moves that attack.                                                                                                     ,
270    ,       ,HELPING_HAND  ,Helping Hand  ,III       ,Normal  ,Status  ,Clever   ,20,—    ,—       ,ANY_ADJ_ALLY,5       ,           ,helping_hand    ,                                ,           ,     ,        ,     ,      ,             ,"In a Double Battle, boosts the power of the partner's move."                                                                                ,
271    ,       ,TRICK         ,Trick         ,III       ,Psychic ,Status  ,Clever   ,10,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,trick           ,                                ,swap_item  ,     ,        ,     ,      ,             ,Swaps held items with the opponent.                                                                                                          ,
272    ,       ,ROLE_PLAY     ,Role Play     ,III       ,Psychic ,Status  ,Cute     ,10,—    ,—       ,ANY_ADJ     ,0       ,           ,roleplay        ,                                ,           ,     ,        ,     ,      ,             ,User copies the opponent's Ability.                                                                                                          ,
273    ,       ,WISH          ,Wish          ,III       ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,b          ,delay           ,                                ,wait       ,1    ,hpp     ,50   ,1     ,user         ,User recovers HP in the following turn.                                                                                                      ,
274    ,       ,ASSIST        ,Assist        ,III       ,Normal  ,Status  ,Cute     ,20,—    ,—       ,USER        ,0       ,           ,randmove        ,                                ,assist     ,     ,        ,     ,      ,             ,"In a Double Battle, user randomly attacks with a partner's move. In a single battle it uses a party member's move (even if they're K.O.'d).",
275    ,       ,INGRAIN       ,Ingrain       ,III       ,Grass   ,Status  ,Clever   ,20,—    ,—       ,USER        ,0       ,           ,ingrain         ,                                ,trap       ,     ,        ,     ,      ,user         ,User restores HP each turn. User cannot escape/switch.                                                                                       ,
277    ,       ,MAGIC_COAT    ,Magic Coat    ,III       ,Psychic ,Status  ,Beautiful,15,—    ,—       ,USER        ,4       ,           ,magic_coat      ,                                ,           ,     ,        ,     ,      ,             ,Reflects moves that cause status conditions back to the attacker.                                                                            ,
278    ,       ,RECYCLE       ,Recycle       ,III       ,Normal  ,Status  ,Clever   ,10,—    ,100%    ,USER        ,0       ,           ,recycle         ,                                ,           ,     ,        ,     ,      ,             ,User's consumed held item is restored.                                                                                                       ,
279    ,       ,REVENGE       ,Revenge       ,III       ,Fighting,Physical,Tough    ,10,60   ,100%    ,ANY_ADJ     ,-4      ,a b e f    ,power           ,                                ,revenge    ,     ,        ,     ,      ,             ,Power increases if user was hit first.                                                                                                       ,
280    ,       ,BRICK_BREAK   ,Brick Break   ,III       ,Fighting,Physical,Cool     ,15,75   ,100%    ,ANY_ADJ     ,0       ,a b e f    ,brick_break     ,                                ,           ,     ,        ,     ,      ,             ,Breaks through Reflect and Light Screen barriers.                                                                                            ,
281    ,       ,YAWN          ,Yawn          ,III       ,Normal  ,Status  ,Cute     ,10,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,delay           ,                                ,wait       ,1    ,sleep   ,     ,1     ,target       ,Puts opponent to sleep in the next turn.                                                                                                     ,
283    ,       ,ENDEAVOR      ,Endeavor      ,III       ,Normal  ,Physical,Tough    ,5 ,—    ,100%    ,ANY_ADJ     ,0       ,b e f      ,endeavor        ,                                ,           ,     ,        ,     ,      ,             ,Reduces opponent's HP to same as user's.                                                                                                     ,
284    ,       ,ERUPTION      ,Eruption      ,III       ,Fire    ,Special ,Beautiful,5 ,—    ,100%    ,ALL_ADJ_FOE ,0       ,b e f      ,power           ,                                ,eruption   ,     ,        ,     ,      ,             ,Power increases with user's HP.                                                                                                              ,
320    ,       ,GRASS_WHISTLE ,Grass Whistle ,III       ,Grass   ,Status  ,Clever   ,15,—    ,55%     ,ANY_ADJ     ,0       ,b c e i    ,status          ,                                ,sleep      ,     ,        ,     ,1     ,target       ,Puts opponent to sleep.                                                                                                                      ,
47     ,       ,SING          ,Sing          ,I         ,Normal  ,Status  ,Cute     ,15,—    ,55%     ,ANY_ADJ     ,0       ,b e i      ,status          ,                                ,sleep      ,     ,        ,     ,1     ,target       ,Puts opponent to sleep.                                                                                                                      ,
79     ,       ,SLEEP_POWDER  ,Sleep Powder  ,I         ,Grass   ,Status  ,Clever   ,15,—    ,75%     ,ANY_ADJ     ,0       ,b c e j    ,status          ,                                ,sleep      ,     ,        ,     ,1     ,target       ,Puts opponent to sleep.                                                                                                                      ,
142    ,       ,LOVELY_KISS   ,Lovely Kiss   ,I         ,Normal  ,Status  ,Beautiful,10,—    ,75%     ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,sleep      ,     ,        ,     ,1     ,target       ,Puts opponent to sleep.                                                                                                                      ,
147    ,       ,SPORE         ,Spore         ,I         ,Grass   ,Status  ,Beautiful,15,—    ,100%    ,ANY_ADJ     ,0       ,b c e j    ,status          ,                                ,sleep      ,     ,        ,     ,1     ,target       ,Puts opponent to sleep.                                                                                                                      ,
187    ,       ,BELLY_DRUM    ,Belly Drum    ,II        ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,hpp        ,-50  ,atk     ,12   ,      ,             ,"User loses 50% of its max HP, but Attack raises to maximum."                                                                                ,
207    ,       ,SWAGGER       ,Swagger       ,II        ,Normal  ,Status  ,Cute     ,15,—    ,90%     ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,confuse    ,     ,atk     ,2    ,1     ,target       ,"Opponent becomes confused, but its Attack is sharply raised."                                                                               ,
260    ,       ,FLATTER       ,Flatter       ,III       ,Dark    ,Status  ,Clever   ,15,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,confuse    ,1    ,spatk   ,1    ,1     ,target       ,"Confuses opponent, but sharply raises its Special Attack."                                                                                  ,
48     ,       ,SUPERSONIC    ,Supersonic    ,I         ,Normal  ,Status  ,Clever   ,20,—    ,55%     ,ANY_ADJ     ,0       ,b c e i    ,status          ,                                ,confuse    ,     ,        ,     ,1     ,target       ,Confuses opponent.                                                                                                                           ,
186    ,       ,SWEET_KISS    ,Sweet Kiss*   ,II        ,Fairy   ,Status  ,Cute     ,10,—    ,75%     ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,confuse    ,     ,        ,     ,1     ,target       ,Confuses opponent.                                                                                                                           ,
109    ,       ,CONFUSE_RAY   ,Confuse Ray   ,I         ,Ghost   ,Status  ,Clever   ,10,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,confuse    ,     ,        ,     ,1     ,target       ,Confuses opponent.                                                                                                                           ,
298    ,       ,TEETER_DANCE  ,Teeter Dance  ,III       ,Normal  ,Status  ,Cute     ,20,—    ,100%    ,ALL_ADJ     ,0       ,b e        ,status          ,                                ,confuse    ,     ,        ,     ,1     ,target       ,Confuses all adjacent Pokémon.                                                                                                               ,
150    ,       ,SPLASH        ,Splash        ,I         ,Normal  ,Status  ,Cute     ,40,—    ,—       ,USER        ,0       ,           ,status          ,                                ,           ,     ,        ,     ,      ,             ,It does nothing!                                                                                                                             ,
134    ,       ,KINESIS       ,Kinesis       ,I         ,Psychic ,Status  ,Clever   ,15,—    ,80%     ,ANY_ADJ     ,0       ,b e        ,status          ,                                ,acc        ,-1   ,        ,     ,1     ,target       ,Lowers opponent's Accuracy.                                                                                                                  ,
28     ,       ,SAND_ATTACK   ,Sand Attack*  ,I         ,Ground  ,Status  ,Cute     ,15,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,status          ,                                ,acc        ,-1   ,        ,     ,1     ,target       ,Lowers opponent's Accuracy.                                                                                                                  ,
108    ,       ,SMOKESCREEN   ,Smokescreen   ,I         ,Normal  ,Status  ,Clever   ,20,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,acc        ,-1   ,        ,     ,1     ,target       ,Lowers opponent's Accuracy.                                                                                                                  ,
148    ,       ,FLASH         ,Flash         ,I         ,Normal  ,Status  ,Beautiful,20,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,acc        ,-1   ,        ,     ,1     ,target       ,Lowers opponent's Accuracy.                                                                                                                  ,
204    ,       ,CHARM         ,Charm*        ,II        ,Fairy   ,Status  ,Cute     ,20,—    ,100%    ,ANY_ADJ     ,0       ,b e        ,status          ,                                ,atk        ,-2   ,        ,     ,1     ,target       ,Sharply lowers opponent's Attack.                                                                                                            ,
297    ,       ,FEATHER_DANCE ,Feather Dance ,III       ,Flying  ,Status  ,Beautiful,15,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,atk        ,-2   ,        ,     ,1     ,target       ,Sharply lowers opponent's Attack.                                                                                                            ,
45     ,       ,GROWL         ,Growl         ,I         ,Normal  ,Status  ,Cute     ,40,—    ,100%    ,ALL_ADJ_FOE ,0       ,b c e i    ,status          ,                                ,atk        ,-1   ,        ,     ,1     ,target       ,Lowers opponent's Attack.                                                                                                                    ,
321    ,       ,TICKLE        ,Tickle        ,III       ,Normal  ,Status  ,Cute     ,20,—    ,100%    ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,atk        ,-1   ,def     ,-1   ,1     ,target       ,Lowers opponent's Attack and Defense.                                                                                                        ,
349    ,       ,DRAGON_DANCE  ,Dragon Dance  ,III       ,Dragon  ,Status  ,Cool     ,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,atk        ,1    ,spd     ,1    ,1     ,user         ,Raises user's Attack and Speed.                                                                                                              ,
339    ,       ,BULK_UP       ,Bulk Up       ,III       ,Fighting,Status  ,Cool     ,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,atk        ,1    ,def     ,1    ,1     ,user         ,Raises user's Attack and Defense.                                                                                                            ,
74     ,       ,GROWTH        ,Growth        ,I         ,Normal  ,Status  ,Beautiful,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,atk        ,1    ,spatk   ,1    ,1     ,user         ,Raises user's Attack and Special Attack.                                                                                                     ,
336    ,       ,HOWL          ,Howl          ,III       ,Normal  ,Status  ,Cool     ,40,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,atk        ,1    ,        ,     ,1     ,user         ,Raises user's Attack.                                                                                                                        ,
159    ,       ,SHARPEN       ,Sharpen       ,I         ,Normal  ,Status  ,Cute     ,30,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,atk        ,1    ,        ,     ,1     ,user         ,Raises user's Attack.                                                                                                                        ,
14     ,       ,SWORDS_DANCE  ,Swords Dance  ,I         ,Normal  ,Status  ,Beautiful,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,atk        ,2    ,        ,     ,1     ,user         ,Sharply raises user's Attack.                                                                                                                ,
96     ,       ,MEDITATE      ,Meditate      ,I         ,Psychic ,Status  ,Beautiful,40,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,atk        ,1    ,        ,     ,1     ,user         ,Raises user's Attack.                                                                                                                        ,
261    ,       ,WILL_O_WISP   ,Will-O-Wisp   ,III       ,Fire    ,Status  ,Beautiful,15,—    ,85%     ,ANY_ADJ     ,0       ,b c e      ,status          ,                                ,burn       ,1    ,        ,     ,1     ,target       ,Burns opponent.                                                                                                                              ,
116    ,       ,FOCUS_ENERGY  ,Focus Energy  ,I         ,Normal  ,Status  ,Cool     ,30,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,crit       ,4    ,        ,     ,1     ,user         ,Increases critical hit ratio.                                                                                                                ,
215    ,       ,HEAL_BELL     ,Heal Bell     ,II        ,Normal  ,Status  ,Beautiful,5 ,—    ,—       ,ANY_ALLY    ,0       ,d i        ,status          ,                                ,cure       ,31   ,        ,     ,1     ,party        ,Heals the user's party's status conditions.                                                                                                  ,
287    ,       ,REFRESH       ,Refresh       ,III       ,Normal  ,Status  ,Cute     ,20,—    ,100%    ,USER        ,0       ,           ,status          ,                                ,cure       ,22   ,        ,     ,1     ,user         ,"Cures paralysis, poison, and burns."                                                                                                        ,
312    ,       ,AROMATHERAPY  ,Aromatherapy  ,III       ,Grass   ,Status  ,Clever   ,5 ,—    ,—       ,ANY_ALLY    ,0       ,d          ,status          ,                                ,cure       ,31   ,        ,     ,1     ,user         ,Cures all status problems in your party.                                                                                                     ,
103    ,       ,SCREECH       ,Screech       ,I         ,Normal  ,Status  ,Clever   ,40,—    ,85%     ,ANY_ADJ     ,0       ,b c e i    ,status          ,                                ,def        ,-2   ,        ,     ,1     ,target       ,Sharply lowers opponent's Defense.                                                                                                           ,
43     ,       ,LEER          ,Leer          ,I         ,Normal  ,Status  ,Cool     ,30,—    ,100%    ,ALL_ADJ_FOE ,0       ,b c e      ,status          ,                                ,def        ,-1   ,        ,     ,1     ,target       ,Lowers opponent's Defense.                                                                                                                   ,
39     ,       ,TAIL_WHIP     ,Tail Whip     ,I         ,Normal  ,Status  ,Cute     ,30,—    ,100%    ,ALL_ADJ_FOE ,0       ,b e        ,status          ,                                ,def        ,-1   ,        ,     ,1     ,target       ,Lowers opponent's Defense.                                                                                                                   ,
111    ,       ,DEFENSE_CURL  ,Defense Curl  ,I         ,Normal  ,Status  ,Cute     ,40,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,def        ,1    ,        ,     ,1     ,user         ,Raises user's Defense.                                                                                                                       ,
106    ,       ,HARDEN        ,Harden        ,I         ,Normal  ,Status  ,Tough    ,30,—    ,—       ,USER        ,0       ,b d        ,status          ,                                ,def        ,1    ,        ,     ,1     ,user         ,Raises user's Defense.                                                                                                                       ,
151    ,       ,ACID_ARMOR    ,Acid Armor    ,I         ,Poison  ,Status  ,Tough    ,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,def        ,2    ,        ,     ,1     ,user         ,Sharply raises user's Defense.                                                                                                               ,
133    ,       ,AMNESIA       ,Amnesia       ,I         ,Psychic ,Status  ,Cute     ,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,def        ,2    ,        ,     ,1     ,user         ,Sharply raises user's Special Defense.                                                                                                       ,
112    ,       ,BARRIER       ,Barrier       ,I         ,Psychic ,Status  ,Cool     ,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,def        ,2    ,        ,     ,1     ,user         ,Sharply raises user's Defense.                                                                                                               ,
322    ,       ,COSMIC_POWER  ,Cosmic Power  ,III       ,Psychic ,Status  ,Beautiful,20,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,def        ,1    ,spdef   ,1    ,1     ,user         ,Raises user's Defense and Special Defense.                                                                                                   ,
334    ,       ,IRON_DEFENSE  ,Iron Defense  ,III       ,Steel   ,Status  ,Tough    ,15,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,def        ,2    ,        ,     ,1     ,user         ,Sharply raises user's Defense.                                                                                                               ,
110    ,       ,WITHDRAW      ,Withdraw      ,I         ,Water   ,Status  ,Cute     ,40,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,def        ,1    ,        ,     ,1     ,user         ,Raises user's Defense.                                                                                                                       ,
230    ,       ,SWEET_SCENT   ,Sweet Scent   ,II        ,Normal  ,Status  ,Cute     ,20,—    ,100%    ,ALL_ADJ_FOE ,0       ,b c e      ,status          ,                                ,evade      ,-1   ,        ,     ,1     ,target       ,Lowers opponent's Evasiveness.                                                                                                               ,
104    ,       ,DOUBLE_TEAM   ,Double Team   ,I         ,Normal  ,Status  ,Cool     ,15,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,evade      ,1    ,        ,     ,1     ,user         ,Raises user's Evasiveness.                                                                                                                   ,
107    ,       ,MINIMIZE      ,Minimize      ,I         ,Normal  ,Status  ,Cute     ,10,—    ,—       ,USER        ,0       ,d          ,status          ,                                ,evade      ,2    ,        ,     ,1     ,user         ,Sharply raises user's Evasiveness.                                                                                                           ,
